i,fname,machine_id,sample,part,label,label_idx
8672,normal_id_03_00000228_hist_librosa_part036.bin,3,228,36,normal,0
8673,anomaly_id_03_00000172_hist_librosa_part186.bin,3,172,186,anomaly,1
8674,normal_id_01_00000076_hist_librosa_part132.bin,1,76,132,normal,0
8675,anomaly_id_03_00000106_hist_librosa_part057.bin,3,106,57,anomaly,1
8676,normal_id_03_00000160_hist_librosa_part025.bin,3,160,25,normal,0
8677,normal_id_01_00000181_hist_librosa_part040.bin,1,181,40,normal,0
8678,normal_id_01_00000296_hist_librosa_part019.bin,1,296,19,normal,0
8679,anomaly_id_01_00000098_hist_librosa_part051.bin,1,98,51,anomaly,1
8680,normal_id_01_00000286_hist_librosa_part120.bin,1,286,120,normal,0
8681,anomaly_id_03_00000136_hist_librosa_part171.bin,3,136,171,anomaly,1
8682,normal_id_01_00000292_hist_librosa_part158.bin,1,292,158,normal,0
8683,normal_id_04_00000125_hist_librosa_part162.bin,4,125,162,normal,0
8684,normal_id_03_00000329_hist_librosa_part007.bin,3,329,7,normal,0
8685,normal_id_04_00000307_hist_librosa_part021.bin,4,307,21,normal,0
8686,normal_id_03_00000324_hist_librosa_part085.bin,3,324,85,normal,0
8687,anomaly_id_02_00000088_hist_librosa_part001.bin,2,88,1,anomaly,1
8688,normal_id_04_00000028_hist_librosa_part170.bin,4,28,170,normal,0
8689,normal_id_03_00000074_hist_librosa_part007.bin,3,74,7,normal,0
8690,anomaly_id_02_00000038_hist_librosa_part180.bin,2,38,180,anomaly,1
8691,normal_id_03_00000209_hist_librosa_part176.bin,3,209,176,normal,0
8692,normal_id_01_00000095_hist_librosa_part192.bin,1,95,192,normal,0
8693,anomaly_id_03_00000023_hist_librosa_part076.bin,3,23,76,anomaly,1
8694,normal_id_03_00000039_hist_librosa_part124.bin,3,39,124,normal,0
8695,anomaly_id_01_00000251_hist_librosa_part183.bin,1,251,183,anomaly,1
8696,normal_id_01_00000133_hist_librosa_part020.bin,1,133,20,normal,0
8697,anomaly_id_01_00000044_hist_librosa_part178.bin,1,44,178,anomaly,1
8698,normal_id_01_00000318_hist_librosa_part123.bin,1,318,123,normal,0
8699,anomaly_id_03_00000150_hist_librosa_part172.bin,3,150,172,anomaly,1
8700,normal_id_02_00000203_hist_librosa_part001.bin,2,203,1,normal,0
8701,anomaly_id_02_00000114_hist_librosa_part045.bin,2,114,45,anomaly,1
8702,normal_id_01_00000036_hist_librosa_part050.bin,1,36,50,normal,0
8703,normal_id_04_00000011_hist_librosa_part137.bin,4,11,137,normal,0
8704,normal_id_02_00000106_hist_librosa_part077.bin,2,106,77,normal,0
8705,normal_id_03_00000162_hist_librosa_part117.bin,3,162,117,normal,0
8706,anomaly_id_03_00000224_hist_librosa_part167.bin,3,224,167,anomaly,1
8707,anomaly_id_03_00000006_hist_librosa_part071.bin,3,6,71,anomaly,1
8708,normal_id_01_00000340_hist_librosa_part046.bin,1,340,46,normal,0
8709,normal_id_03_00000348_hist_librosa_part077.bin,3,348,77,normal,0
8710,normal_id_02_00000157_hist_librosa_part113.bin,2,157,113,normal,0
8711,normal_id_04_00000063_hist_librosa_part190.bin,4,63,190,normal,0
8712,normal_id_01_00000264_hist_librosa_part033.bin,1,264,33,normal,0
8713,normal_id_03_00000014_hist_librosa_part036.bin,3,14,36,normal,0
8714,anomaly_id_03_00000190_hist_librosa_part070.bin,3,190,70,anomaly,1
8715,anomaly_id_02_00000005_hist_librosa_part144.bin,2,5,144,anomaly,1
8716,normal_id_03_00000328_hist_librosa_part091.bin,3,328,91,normal,0
8717,normal_id_02_00000256_hist_librosa_part176.bin,2,256,176,normal,0
8718,normal_id_01_00000286_hist_librosa_part169.bin,1,286,169,normal,0
8719,normal_id_01_00000054_hist_librosa_part015.bin,1,54,15,normal,0
8720,normal_id_04_00000173_hist_librosa_part148.bin,4,173,148,normal,0
8721,anomaly_id_01_00000130_hist_librosa_part069.bin,1,130,69,anomaly,1
8722,normal_id_02_00000190_hist_librosa_part107.bin,2,190,107,normal,0
8723,anomaly_id_02_00000075_hist_librosa_part194.bin,2,75,194,anomaly,1
8724,anomaly_id_03_00000091_hist_librosa_part161.bin,3,91,161,anomaly,1
8725,normal_id_02_00000179_hist_librosa_part087.bin,2,179,87,normal,0
8726,normal_id_01_00000241_hist_librosa_part060.bin,1,241,60,normal,0
8727,anomaly_id_03_00000107_hist_librosa_part012.bin,3,107,12,anomaly,1
8728,anomaly_id_03_00000123_hist_librosa_part130.bin,3,123,130,anomaly,1
8729,normal_id_03_00000267_hist_librosa_part080.bin,3,267,80,normal,0
8730,normal_id_01_00000308_hist_librosa_part165.bin,1,308,165,normal,0
8731,anomaly_id_01_00000100_hist_librosa_part157.bin,1,100,157,anomaly,1
8732,anomaly_id_01_00000134_hist_librosa_part170.bin,1,134,170,anomaly,1
8733,anomaly_id_01_00000072_hist_librosa_part046.bin,1,72,46,anomaly,1
8734,normal_id_02_00000279_hist_librosa_part150.bin,2,279,150,normal,0
8735,normal_id_04_00000272_hist_librosa_part163.bin,4,272,163,normal,0
8736,normal_id_02_00000338_hist_librosa_part033.bin,2,338,33,normal,0
8737,normal_id_04_00000207_hist_librosa_part062.bin,4,207,62,normal,0
8738,normal_id_01_00000307_hist_librosa_part012.bin,1,307,12,normal,0
8739,normal_id_02_00000065_hist_librosa_part050.bin,2,65,50,normal,0
8740,normal_id_04_00000094_hist_librosa_part101.bin,4,94,101,normal,0
8741,normal_id_03_00000046_hist_librosa_part183.bin,3,46,183,normal,0
8742,normal_id_02_00000340_hist_librosa_part007.bin,2,340,7,normal,0
8743,normal_id_04_00000246_hist_librosa_part171.bin,4,246,171,normal,0
8744,normal_id_01_00000283_hist_librosa_part049.bin,1,283,49,normal,0
8745,normal_id_02_00000006_hist_librosa_part007.bin,2,6,7,normal,0
8746,normal_id_04_00000074_hist_librosa_part149.bin,4,74,149,normal,0
8747,normal_id_01_00000269_hist_librosa_part048.bin,1,269,48,normal,0
8748,anomaly_id_03_00000058_hist_librosa_part044.bin,3,58,44,anomaly,1
8749,anomaly_id_02_00000099_hist_librosa_part051.bin,2,99,51,anomaly,1
8750,anomaly_id_02_00000070_hist_librosa_part107.bin,2,70,107,anomaly,1
8751,anomaly_id_01_00000137_hist_librosa_part194.bin,1,137,194,anomaly,1
8752,anomaly_id_01_00000151_hist_librosa_part108.bin,1,151,108,anomaly,1
8753,anomaly_id_01_00000077_hist_librosa_part154.bin,1,77,154,anomaly,1
8754,normal_id_01_00000307_hist_librosa_part029.bin,1,307,29,normal,0
8755,normal_id_01_00000342_hist_librosa_part072.bin,1,342,72,normal,0
8756,normal_id_02_00000334_hist_librosa_part157.bin,2,334,157,normal,0
8757,normal_id_01_00000106_hist_librosa_part193.bin,1,106,193,normal,0
8758,normal_id_04_00000108_hist_librosa_part028.bin,4,108,28,normal,0
8759,anomaly_id_01_00000106_hist_librosa_part001.bin,1,106,1,anomaly,1
8760,normal_id_03_00000348_hist_librosa_part137.bin,3,348,137,normal,0
8761,normal_id_03_00000210_hist_librosa_part169.bin,3,210,169,normal,0
8762,normal_id_02_00000066_hist_librosa_part193.bin,2,66,193,normal,0
8763,normal_id_02_00000317_hist_librosa_part072.bin,2,317,72,normal,0
8764,anomaly_id_01_00000160_hist_librosa_part117.bin,1,160,117,anomaly,1
8765,anomaly_id_03_00000040_hist_librosa_part192.bin,3,40,192,anomaly,1
8766,normal_id_01_00000121_hist_librosa_part138.bin,1,121,138,normal,0
8767,anomaly_id_03_00000150_hist_librosa_part018.bin,3,150,18,anomaly,1
8768,normal_id_03_00000113_hist_librosa_part076.bin,3,113,76,normal,0
8769,anomaly_id_03_00000085_hist_librosa_part099.bin,3,85,99,anomaly,1
8770,normal_id_01_00000052_hist_librosa_part034.bin,1,52,34,normal,0
8771,normal_id_03_00000111_hist_librosa_part164.bin,3,111,164,normal,0
8772,anomaly_id_03_00000218_hist_librosa_part126.bin,3,218,126,anomaly,1
8773,normal_id_02_00000125_hist_librosa_part195.bin,2,125,195,normal,0
8774,anomaly_id_01_00000141_hist_librosa_part033.bin,1,141,33,anomaly,1
8775,normal_id_02_00000188_hist_librosa_part053.bin,2,188,53,normal,0
8776,normal_id_03_00000112_hist_librosa_part097.bin,3,112,97,normal,0
8777,normal_id_01_00000188_hist_librosa_part000.bin,1,188,0,normal,0
8778,normal_id_03_00000262_hist_librosa_part178.bin,3,262,178,normal,0
8779,normal_id_02_00000035_hist_librosa_part001.bin,2,35,1,normal,0
8780,normal_id_01_00000256_hist_librosa_part165.bin,1,256,165,normal,0
8781,normal_id_04_00000325_hist_librosa_part058.bin,4,325,58,normal,0
8782,anomaly_id_03_00000184_hist_librosa_part004.bin,3,184,4,anomaly,1
8783,normal_id_02_00000081_hist_librosa_part075.bin,2,81,75,normal,0
8784,normal_id_04_00000125_hist_librosa_part190.bin,4,125,190,normal,0
8785,normal_id_03_00000220_hist_librosa_part112.bin,3,220,112,normal,0
8786,normal_id_03_00000233_hist_librosa_part096.bin,3,233,96,normal,0
8787,anomaly_id_03_00000170_hist_librosa_part159.bin,3,170,159,anomaly,1
8788,anomaly_id_02_00000029_hist_librosa_part132.bin,2,29,132,anomaly,1
8789,anomaly_id_03_00000181_hist_librosa_part195.bin,3,181,195,anomaly,1
8790,normal_id_02_00000063_hist_librosa_part186.bin,2,63,186,normal,0
8791,normal_id_01_00000332_hist_librosa_part013.bin,1,332,13,normal,0
8792,normal_id_02_00000290_hist_librosa_part084.bin,2,290,84,normal,0
8793,normal_id_04_00000280_hist_librosa_part159.bin,4,280,159,normal,0
8794,normal_id_02_00000157_hist_librosa_part023.bin,2,157,23,normal,0
8795,normal_id_01_00000336_hist_librosa_part078.bin,1,336,78,normal,0
8796,anomaly_id_01_00000093_hist_librosa_part086.bin,1,93,86,anomaly,1
8797,normal_id_01_00000080_hist_librosa_part163.bin,1,80,163,normal,0
8798,anomaly_id_02_00000168_hist_librosa_part092.bin,2,168,92,anomaly,1
8799,normal_id_01_00000022_hist_librosa_part033.bin,1,22,33,normal,0
8800,anomaly_id_02_00000160_hist_librosa_part022.bin,2,160,22,anomaly,1
8801,anomaly_id_01_00000174_hist_librosa_part183.bin,1,174,183,anomaly,1
8802,normal_id_02_00000267_hist_librosa_part085.bin,2,267,85,normal,0
8803,anomaly_id_02_00000142_hist_librosa_part031.bin,2,142,31,anomaly,1
8804,anomaly_id_02_00000197_hist_librosa_part167.bin,2,197,167,anomaly,1
8805,anomaly_id_01_00000040_hist_librosa_part183.bin,1,40,183,anomaly,1
8806,anomaly_id_01_00000222_hist_librosa_part015.bin,1,222,15,anomaly,1
8807,normal_id_01_00000316_hist_librosa_part147.bin,1,316,147,normal,0
8808,normal_id_03_00000238_hist_librosa_part166.bin,3,238,166,normal,0
8809,normal_id_02_00000174_hist_librosa_part063.bin,2,174,63,normal,0
8810,anomaly_id_01_00000065_hist_librosa_part045.bin,1,65,45,anomaly,1
8811,normal_id_02_00000307_hist_librosa_part145.bin,2,307,145,normal,0
8812,anomaly_id_01_00000104_hist_librosa_part078.bin,1,104,78,anomaly,1
8813,anomaly_id_01_00000002_hist_librosa_part129.bin,1,2,129,anomaly,1
8814,anomaly_id_03_00000154_hist_librosa_part182.bin,3,154,182,anomaly,1
8815,normal_id_03_00000102_hist_librosa_part052.bin,3,102,52,normal,0
8816,anomaly_id_01_00000251_hist_librosa_part145.bin,1,251,145,anomaly,1
8817,normal_id_02_00000122_hist_librosa_part104.bin,2,122,104,normal,0
8818,anomaly_id_02_00000016_hist_librosa_part019.bin,2,16,19,anomaly,1
8819,normal_id_03_00000117_hist_librosa_part110.bin,3,117,110,normal,0
8820,normal_id_01_00000181_hist_librosa_part142.bin,1,181,142,normal,0
8821,normal_id_01_00000294_hist_librosa_part130.bin,1,294,130,normal,0
8822,anomaly_id_03_00000170_hist_librosa_part114.bin,3,170,114,anomaly,1
8823,normal_id_04_00000294_hist_librosa_part092.bin,4,294,92,normal,0
8824,normal_id_02_00000026_hist_librosa_part078.bin,2,26,78,normal,0
8825,normal_id_02_00000327_hist_librosa_part186.bin,2,327,186,normal,0
8826,normal_id_04_00000225_hist_librosa_part086.bin,4,225,86,normal,0
8827,normal_id_01_00000155_hist_librosa_part078.bin,1,155,78,normal,0
8828,normal_id_02_00000281_hist_librosa_part090.bin,2,281,90,normal,0
8829,normal_id_01_00000061_hist_librosa_part141.bin,1,61,141,normal,0
8830,anomaly_id_02_00000120_hist_librosa_part135.bin,2,120,135,anomaly,1
8831,anomaly_id_03_00000144_hist_librosa_part057.bin,3,144,57,anomaly,1
8832,normal_id_01_00000179_hist_librosa_part007.bin,1,179,7,normal,0
8833,normal_id_04_00000031_hist_librosa_part006.bin,4,31,6,normal,0
8834,anomaly_id_01_00000118_hist_librosa_part145.bin,1,118,145,anomaly,1
8835,anomaly_id_03_00000176_hist_librosa_part151.bin,3,176,151,anomaly,1
8836,normal_id_03_00000326_hist_librosa_part011.bin,3,326,11,normal,0
8837,normal_id_02_00000160_hist_librosa_part030.bin,2,160,30,normal,0
8838,normal_id_01_00000114_hist_librosa_part093.bin,1,114,93,normal,0
8839,anomaly_id_03_00000138_hist_librosa_part091.bin,3,138,91,anomaly,1
8840,normal_id_04_00000002_hist_librosa_part119.bin,4,2,119,normal,0
8841,anomaly_id_02_00000206_hist_librosa_part170.bin,2,206,170,anomaly,1
8842,normal_id_04_00000197_hist_librosa_part086.bin,4,197,86,normal,0
8843,anomaly_id_02_00000214_hist_librosa_part048.bin,2,214,48,anomaly,1
8844,normal_id_04_00000002_hist_librosa_part124.bin,4,2,124,normal,0
8845,anomaly_id_02_00000186_hist_librosa_part044.bin,2,186,44,anomaly,1
8846,normal_id_04_00000286_hist_librosa_part027.bin,4,286,27,normal,0
8847,anomaly_id_03_00000138_hist_librosa_part062.bin,3,138,62,anomaly,1
8848,normal_id_01_00000004_hist_librosa_part062.bin,1,4,62,normal,0
8849,normal_id_02_00000170_hist_librosa_part022.bin,2,170,22,normal,0
8850,normal_id_02_00000337_hist_librosa_part021.bin,2,337,21,normal,0
8851,normal_id_02_00000306_hist_librosa_part007.bin,2,306,7,normal,0
8852,normal_id_03_00000250_hist_librosa_part034.bin,3,250,34,normal,0
8853,anomaly_id_02_00000118_hist_librosa_part068.bin,2,118,68,anomaly,1
8854,normal_id_01_00000336_hist_librosa_part137.bin,1,336,137,normal,0
8855,normal_id_04_00000130_hist_librosa_part029.bin,4,130,29,normal,0
8856,anomaly_id_03_00000038_hist_librosa_part092.bin,3,38,92,anomaly,1
8857,normal_id_03_00000337_hist_librosa_part088.bin,3,337,88,normal,0
8858,normal_id_03_00000106_hist_librosa_part067.bin,3,106,67,normal,0
8859,normal_id_01_00000112_hist_librosa_part166.bin,1,112,166,normal,0
8860,anomaly_id_01_00000100_hist_librosa_part041.bin,1,100,41,anomaly,1
8861,normal_id_03_00000153_hist_librosa_part144.bin,3,153,144,normal,0
8862,normal_id_03_00000295_hist_librosa_part133.bin,3,295,133,normal,0
8863,anomaly_id_01_00000036_hist_librosa_part034.bin,1,36,34,anomaly,1
8864,anomaly_id_03_00000017_hist_librosa_part170.bin,3,17,170,anomaly,1
8865,anomaly_id_01_00000111_hist_librosa_part116.bin,1,111,116,anomaly,1
8866,anomaly_id_03_00000091_hist_librosa_part185.bin,3,91,185,anomaly,1
8867,anomaly_id_01_00000151_hist_librosa_part002.bin,1,151,2,anomaly,1
8868,normal_id_04_00000153_hist_librosa_part122.bin,4,153,122,normal,0
8869,anomaly_id_02_00000240_hist_librosa_part195.bin,2,240,195,anomaly,1
8870,normal_id_02_00000139_hist_librosa_part079.bin,2,139,79,normal,0
8871,anomaly_id_01_00000163_hist_librosa_part039.bin,1,163,39,anomaly,1
8872,normal_id_02_00000233_hist_librosa_part003.bin,2,233,3,normal,0
8873,normal_id_02_00000186_hist_librosa_part195.bin,2,186,195,normal,0
8874,normal_id_02_00000283_hist_librosa_part096.bin,2,283,96,normal,0
8875,normal_id_03_00000106_hist_librosa_part042.bin,3,106,42,normal,0
8876,anomaly_id_01_00000213_hist_librosa_part124.bin,1,213,124,anomaly,1
8877,normal_id_02_00000104_hist_librosa_part137.bin,2,104,137,normal,0
8878,normal_id_03_00000091_hist_librosa_part097.bin,3,91,97,normal,0
8879,normal_id_04_00000097_hist_librosa_part168.bin,4,97,168,normal,0
8880,normal_id_01_00000300_hist_librosa_part173.bin,1,300,173,normal,0
8881,normal_id_02_00000015_hist_librosa_part094.bin,2,15,94,normal,0
8882,normal_id_01_00000093_hist_librosa_part026.bin,1,93,26,normal,0
8883,normal_id_03_00000063_hist_librosa_part060.bin,3,63,60,normal,0
8884,normal_id_01_00000243_hist_librosa_part033.bin,1,243,33,normal,0
8885,normal_id_02_00000090_hist_librosa_part025.bin,2,90,25,normal,0
8886,normal_id_04_00000112_hist_librosa_part190.bin,4,112,190,normal,0
8887,normal_id_02_00000174_hist_librosa_part149.bin,2,174,149,normal,0
8888,anomaly_id_03_00000125_hist_librosa_part085.bin,3,125,85,anomaly,1
8889,normal_id_04_00000091_hist_librosa_part146.bin,4,91,146,normal,0
8890,anomaly_id_02_00000226_hist_librosa_part150.bin,2,226,150,anomaly,1
8891,anomaly_id_03_00000045_hist_librosa_part027.bin,3,45,27,anomaly,1
8892,normal_id_02_00000127_hist_librosa_part051.bin,2,127,51,normal,0
8893,normal_id_02_00000098_hist_librosa_part047.bin,2,98,47,normal,0
8894,normal_id_01_00000141_hist_librosa_part030.bin,1,141,30,normal,0
8895,anomaly_id_02_00000188_hist_librosa_part101.bin,2,188,101,anomaly,1
8896,anomaly_id_02_00000025_hist_librosa_part006.bin,2,25,6,anomaly,1
8897,normal_id_04_00000048_hist_librosa_part183.bin,4,48,183,normal,0
8898,anomaly_id_02_00000115_hist_librosa_part154.bin,2,115,154,anomaly,1
8899,anomaly_id_01_00000083_hist_librosa_part193.bin,1,83,193,anomaly,1
8900,normal_id_01_00000072_hist_librosa_part125.bin,1,72,125,normal,0
8901,anomaly_id_03_00000221_hist_librosa_part046.bin,3,221,46,anomaly,1
8902,normal_id_02_00000041_hist_librosa_part099.bin,2,41,99,normal,0
8903,normal_id_01_00000149_hist_librosa_part058.bin,1,149,58,normal,0
8904,anomaly_id_01_00000016_hist_librosa_part105.bin,1,16,105,anomaly,1
8905,anomaly_id_01_00000214_hist_librosa_part156.bin,1,214,156,anomaly,1
8906,normal_id_01_00000160_hist_librosa_part089.bin,1,160,89,normal,0
8907,anomaly_id_02_00000243_hist_librosa_part105.bin,2,243,105,anomaly,1
8908,normal_id_01_00000131_hist_librosa_part032.bin,1,131,32,normal,0
8909,normal_id_04_00000076_hist_librosa_part105.bin,4,76,105,normal,0
8910,normal_id_04_00000124_hist_librosa_part189.bin,4,124,189,normal,0
8911,anomaly_id_03_00000120_hist_librosa_part036.bin,3,120,36,anomaly,1
8912,normal_id_02_00000189_hist_librosa_part037.bin,2,189,37,normal,0
8913,normal_id_03_00000120_hist_librosa_part053.bin,3,120,53,normal,0
8914,anomaly_id_02_00000223_hist_librosa_part169.bin,2,223,169,anomaly,1
8915,normal_id_03_00000118_hist_librosa_part174.bin,3,118,174,normal,0
8916,anomaly_id_03_00000207_hist_librosa_part013.bin,3,207,13,anomaly,1
8917,anomaly_id_01_00000118_hist_librosa_part184.bin,1,118,184,anomaly,1
8918,normal_id_01_00000183_hist_librosa_part174.bin,1,183,174,normal,0
8919,normal_id_01_00000183_hist_librosa_part181.bin,1,183,181,normal,0
8920,anomaly_id_01_00000249_hist_librosa_part104.bin,1,249,104,anomaly,1
8921,normal_id_03_00000285_hist_librosa_part168.bin,3,285,168,normal,0
8922,normal_id_04_00000036_hist_librosa_part148.bin,4,36,148,normal,0
8923,normal_id_04_00000212_hist_librosa_part082.bin,4,212,82,normal,0
8924,normal_id_02_00000184_hist_librosa_part044.bin,2,184,44,normal,0
8925,anomaly_id_01_00000114_hist_librosa_part031.bin,1,114,31,anomaly,1
8926,normal_id_04_00000289_hist_librosa_part195.bin,4,289,195,normal,0
8927,normal_id_04_00000283_hist_librosa_part005.bin,4,283,5,normal,0
8928,normal_id_03_00000333_hist_librosa_part009.bin,3,333,9,normal,0
8929,normal_id_04_00000152_hist_librosa_part102.bin,4,152,102,normal,0
8930,anomaly_id_03_00000076_hist_librosa_part084.bin,3,76,84,anomaly,1
8931,normal_id_02_00000046_hist_librosa_part141.bin,2,46,141,normal,0
8932,anomaly_id_02_00000029_hist_librosa_part004.bin,2,29,4,anomaly,1
8933,anomaly_id_03_00000230_hist_librosa_part129.bin,3,230,129,anomaly,1
8934,normal_id_04_00000123_hist_librosa_part180.bin,4,123,180,normal,0
8935,anomaly_id_03_00000109_hist_librosa_part068.bin,3,109,68,anomaly,1
8936,normal_id_01_00000239_hist_librosa_part080.bin,1,239,80,normal,0
8937,normal_id_02_00000330_hist_librosa_part138.bin,2,330,138,normal,0
8938,anomaly_id_02_00000184_hist_librosa_part041.bin,2,184,41,anomaly,1
8939,normal_id_03_00000037_hist_librosa_part180.bin,3,37,180,normal,0
8940,normal_id_02_00000271_hist_librosa_part062.bin,2,271,62,normal,0
8941,normal_id_02_00000185_hist_librosa_part161.bin,2,185,161,normal,0
8942,anomaly_id_03_00000149_hist_librosa_part143.bin,3,149,143,anomaly,1
8943,normal_id_02_00000236_hist_librosa_part192.bin,2,236,192,normal,0
8944,anomaly_id_03_00000221_hist_librosa_part050.bin,3,221,50,anomaly,1
8945,normal_id_01_00000064_hist_librosa_part113.bin,1,64,113,normal,0
8946,anomaly_id_02_00000119_hist_librosa_part045.bin,2,119,45,anomaly,1
8947,normal_id_03_00000047_hist_librosa_part029.bin,3,47,29,normal,0
8948,normal_id_02_00000086_hist_librosa_part152.bin,2,86,152,normal,0
8949,normal_id_01_00000032_hist_librosa_part077.bin,1,32,77,normal,0
8950,normal_id_02_00000023_hist_librosa_part074.bin,2,23,74,normal,0
8951,anomaly_id_02_00000101_hist_librosa_part095.bin,2,101,95,anomaly,1
8952,normal_id_01_00000043_hist_librosa_part126.bin,1,43,126,normal,0
8953,normal_id_04_00000278_hist_librosa_part114.bin,4,278,114,normal,0
8954,anomaly_id_03_00000240_hist_librosa_part149.bin,3,240,149,anomaly,1
8955,normal_id_03_00000241_hist_librosa_part040.bin,3,241,40,normal,0
8956,normal_id_03_00000005_hist_librosa_part136.bin,3,5,136,normal,0
8957,normal_id_01_00000256_hist_librosa_part119.bin,1,256,119,normal,0
8958,normal_id_02_00000056_hist_librosa_part018.bin,2,56,18,normal,0
8959,anomaly_id_01_00000211_hist_librosa_part124.bin,1,211,124,anomaly,1
8960,anomaly_id_01_00000232_hist_librosa_part183.bin,1,232,183,anomaly,1
8961,normal_id_02_00000245_hist_librosa_part086.bin,2,245,86,normal,0
8962,normal_id_01_00000258_hist_librosa_part155.bin,1,258,155,normal,0
8963,normal_id_04_00000141_hist_librosa_part157.bin,4,141,157,normal,0
8964,normal_id_04_00000259_hist_librosa_part083.bin,4,259,83,normal,0
8965,normal_id_01_00000317_hist_librosa_part180.bin,1,317,180,normal,0
8966,anomaly_id_03_00000094_hist_librosa_part085.bin,3,94,85,anomaly,1
8967,normal_id_02_00000327_hist_librosa_part139.bin,2,327,139,normal,0
8968,anomaly_id_03_00000242_hist_librosa_part046.bin,3,242,46,anomaly,1
8969,anomaly_id_02_00000065_hist_librosa_part113.bin,2,65,113,anomaly,1
8970,normal_id_04_00000182_hist_librosa_part142.bin,4,182,142,normal,0
8971,anomaly_id_01_00000080_hist_librosa_part117.bin,1,80,117,anomaly,1
8972,anomaly_id_03_00000182_hist_librosa_part105.bin,3,182,105,anomaly,1
8973,anomaly_id_01_00000238_hist_librosa_part030.bin,1,238,30,anomaly,1
8974,anomaly_id_02_00000258_hist_librosa_part151.bin,2,258,151,anomaly,1
8975,normal_id_04_00000238_hist_librosa_part158.bin,4,238,158,normal,0
8976,normal_id_03_00000267_hist_librosa_part162.bin,3,267,162,normal,0
8977,normal_id_03_00000136_hist_librosa_part148.bin,3,136,148,normal,0
8978,normal_id_04_00000057_hist_librosa_part049.bin,4,57,49,normal,0
8979,anomaly_id_03_00000110_hist_librosa_part062.bin,3,110,62,anomaly,1
8980,anomaly_id_01_00000069_hist_librosa_part079.bin,1,69,79,anomaly,1
8981,normal_id_02_00000270_hist_librosa_part162.bin,2,270,162,normal,0
8982,anomaly_id_02_00000055_hist_librosa_part004.bin,2,55,4,anomaly,1
8983,normal_id_03_00000216_hist_librosa_part123.bin,3,216,123,normal,0
8984,normal_id_03_00000031_hist_librosa_part111.bin,3,31,111,normal,0
8985,anomaly_id_02_00000198_hist_librosa_part051.bin,2,198,51,anomaly,1
8986,normal_id_01_00000082_hist_librosa_part142.bin,1,82,142,normal,0
8987,normal_id_02_00000130_hist_librosa_part040.bin,2,130,40,normal,0
8988,normal_id_01_00000111_hist_librosa_part030.bin,1,111,30,normal,0
8989,normal_id_01_00000224_hist_librosa_part136.bin,1,224,136,normal,0
8990,anomaly_id_02_00000246_hist_librosa_part070.bin,2,246,70,anomaly,1
8991,normal_id_04_00000034_hist_librosa_part079.bin,4,34,79,normal,0
8992,normal_id_04_00000297_hist_librosa_part077.bin,4,297,77,normal,0
8993,anomaly_id_02_00000170_hist_librosa_part121.bin,2,170,121,anomaly,1
8994,normal_id_01_00000071_hist_librosa_part194.bin,1,71,194,normal,0
8995,anomaly_id_02_00000253_hist_librosa_part081.bin,2,253,81,anomaly,1
8996,anomaly_id_03_00000051_hist_librosa_part184.bin,3,51,184,anomaly,1
8997,normal_id_01_00000242_hist_librosa_part146.bin,1,242,146,normal,0
8998,anomaly_id_01_00000211_hist_librosa_part031.bin,1,211,31,anomaly,1
8999,anomaly_id_02_00000021_hist_librosa_part023.bin,2,21,23,anomaly,1
9000,normal_id_03_00000322_hist_librosa_part177.bin,3,322,177,normal,0
9001,anomaly_id_03_00000180_hist_librosa_part156.bin,3,180,156,anomaly,1
9002,normal_id_03_00000229_hist_librosa_part195.bin,3,229,195,normal,0
9003,normal_id_04_00000121_hist_librosa_part194.bin,4,121,194,normal,0
9004,normal_id_04_00000044_hist_librosa_part076.bin,4,44,76,normal,0
9005,anomaly_id_02_00000192_hist_librosa_part060.bin,2,192,60,anomaly,1
9006,anomaly_id_02_00000201_hist_librosa_part036.bin,2,201,36,anomaly,1
9007,normal_id_01_00000227_hist_librosa_part089.bin,1,227,89,normal,0
9008,normal_id_01_00000278_hist_librosa_part132.bin,1,278,132,normal,0
9009,normal_id_03_00000303_hist_librosa_part159.bin,3,303,159,normal,0
9010,normal_id_04_00000301_hist_librosa_part003.bin,4,301,3,normal,0
9011,anomaly_id_02_00000234_hist_librosa_part014.bin,2,234,14,anomaly,1
9012,normal_id_02_00000050_hist_librosa_part055.bin,2,50,55,normal,0
9013,normal_id_03_00000093_hist_librosa_part080.bin,3,93,80,normal,0
9014,anomaly_id_01_00000180_hist_librosa_part024.bin,1,180,24,anomaly,1
9015,normal_id_02_00000311_hist_librosa_part052.bin,2,311,52,normal,0
9016,normal_id_02_00000030_hist_librosa_part037.bin,2,30,37,normal,0
9017,normal_id_04_00000064_hist_librosa_part163.bin,4,64,163,normal,0
9018,normal_id_04_00000083_hist_librosa_part010.bin,4,83,10,normal,0
9019,anomaly_id_02_00000100_hist_librosa_part133.bin,2,100,133,anomaly,1
9020,normal_id_04_00000048_hist_librosa_part195.bin,4,48,195,normal,0
9021,normal_id_04_00000240_hist_librosa_part120.bin,4,240,120,normal,0
9022,normal_id_01_00000150_hist_librosa_part193.bin,1,150,193,normal,0
9023,normal_id_03_00000190_hist_librosa_part104.bin,3,190,104,normal,0
9024,normal_id_04_00000022_hist_librosa_part091.bin,4,22,91,normal,0
9025,normal_id_01_00000042_hist_librosa_part023.bin,1,42,23,normal,0
